datetime,clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
2020-12-22,2,2020-12-22,-0.2,26,226,97,91,768,419,8.9,1608656400,2.1,252,9.4,1608616800,3.3,1608638400,0,0,1011,final,67.4,1011,0,61,69,629,5431,2316,1650,5.8,1608613200,252,10,2.4
2020-12-23,2,2020-12-23,-3.5,26,226,97,91,768,419,7.8,1608746400,1.5,230,6.3,1608703200,3.3,1608717600,0,0,1027,final,54.3,1027,0,0,46,630,5435,2319,1106,5.2,1608699600,230,7.7,2.5
2020-12-24,2,2020-12-24,8.5,26,227,97,91,768,420,14.4,1608865200,0.7,171,8.1,1608868800,5.6,1608786000,11.5,11.5,1018,final,80.7,1018,0,0,24,631,5440,2322,587,11.7,1608786000,171,25.2,3.7
2020-12-25,2,2020-12-25,6.4,26,227,97,91,769,420,15,1608879600,0.7,211,10.7,1608948000,-1,1608955200,28,28,1002,final,84.6,1002,0,0,16,631,5446,2326,391,8.9,1608872400,211,27.2,6.6
2020-12-26,2,2020-12-26,-8.3,26,227,97,91,769,421,1.7,1609009200,2.3,263,8.9,1608980400,-3.3,1608984000,0,0,1013,final,59.7,1013,0,0,97,632,5454,2332,2322,-1.4,1608958800,263,12.4,7
2020-12-27,2,2020-12-27,-6.9,26,228,97,91,770,422,5.6,1609095600,1.9,235,4.5,1609045200,-3.3,1609052400,0,0,1025,final,58.9,1025,0,0,87,633,5462,2338,2099,0.5,1609045200,235,7.7,3
2020-12-28,2,2020-12-28,0.5,26,228,98,91,770,423,12.2,1609185600,2,254,5.8,1609214400,2.2,1609131600,0,0,1021,final,64.8,1021,0,0,68,634,5472,2346,1621,6.9,1609131600,254,8.2,2.6
2020-12-29,2,2020-12-29,-7.4,26,228,98,91,771,424,6.1,1609218000,1.8,264,8.9,1609218000,0,1609300800,0,0,1028,final,45.2,1028,0,0,73,635,5482,2355,1757,3.7,1609218000,264,14,1.9
2020-12-30,2,2020-12-30,-5.4,27,229,99,91,772,425,5.4,1609387200,0.9,242,7.2,1609354800,-0.6,1609308000,0,0,1028,final,56.9,1028,0,0,37,637,5494,2364,879,2.4,1609304400,242,8.8,3.4
2020-12-31,2,2020-12-31,1.7,27,229,99,92,773,427,8.9,1609408800,0.7,253,6.7,1609408800,2.9,1609473600,6.5,6.5,1021,final,73.1,1021,0,0,24,638,5507,2375,578,6.3,1609390800,253,14,2.7
