datetime,clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
2020-08-25,2,2020-08-25,19.6,50,401,293,119,908,896,32.8,1598378400,6.4,230,9.4,1598374800,23.9,1598349600,1,1,1009,final,63.3,1009,0,0,205,1197,9630,7033,4909,27.6,1598328000,230,10,3.7
2020-08-26,2,2020-08-26,12.8,50,400,291,119,908,892,28.3,1598468400,7.8,209,7.2,1598450400,20.6,1598439600,0,0,1013,final,49.4,1013,0,0,182,1193,9598,6987,4372,24.3,1598414400,209,10.8,2.5
2020-08-27,2,2020-08-27,18.7,50,399,289,119,907,889,32.8,1598558400,6.5,214,7.6,1598554800,21.1,1598526000,1,1,1008,final,64.5,1008,0,0,250,1188,9566,6941,6002,26.2,1598500800,214,13.1,3.3
2020-08-28,2,2020-08-28,20,49,397,287,119,907,885,31.1,1598641200,6.9,247,5.4,1598666400,22.2,1598608800,0.5,0.5,1009,final,73.5,1009,0,0,192,1184,9532,6894,4605,25.5,1598587200,247,7.7,3.1
2020-08-29,2,2020-08-29,21.8,49,396,285,119,906,882,27.8,1598734800,2.6,239,6.3,1598734800,22.8,1598688000,15,15,1002,final,84.8,1002,0,0,83,1179,9497,6847,1987,24.6,1598673600,239,8.8,3.4
2020-08-30,2,2020-08-30,13.7,49,394,283,119,906,878,28.9,1598821200,6.1,231,6.7,1598803200,20.6,1598785200,0,0,1007,final,52.8,1007,0,0,249,1175,9461,6799,5969,24.3,1598760000,231,11.2,2.3
2020-08-31,2,2020-08-31,14.4,49,393,281,118,905,875,25.6,1598900400,2.5,94,4,1598846400,20.6,1598860800,0,0,1018,final,59.5,1018,0,0,71,1170,9424,6750,1701,22.8,1598846400,94,6.2,3
2020-09-01,2,2020-09-01,18.4,49,391,279,118,904,871,27.8,1598990400,4.7,97,5.4,1598986800,19,1598954400,0,0,1019,final,75.5,1019,0,0,141,1165,9385,6701,3380,23.1,1598932800,97,8.8,3.3
2020-09-02,2,2020-09-02,21.5,48,389,277,118,904,867,27.8,1599073200,2.7,138,3.6,1599030000,21.7,1599037200,7.5,7.5,1012,final,84.3,1012,0,0,71,1160,9346,6652,1708,24.4,1599019200,138,6.4,2.6
2020-09-03,2,2020-09-03,19.5,48,388,275,118,903,863,32.2,1599159600,7.2,212,4.5,1599170400,22.9,1599188400,3.5,3.5,1008,final,69.5,1008,0,0,215,1154,9305,6602,5169,26.2,1599105600,212,7.7,2
2020-09-04,2,2020-09-04,17.9,48,386,273,118,903,859,31.7,1599246000,6.9,258,5.4,1599228000,21.7,1599217200,0,0,1011,final,65.3,1011,0,0,273,1149,9262,6551,6541,26,1599192000,258,6.8,2.5
2020-09-05,2,2020-09-05,12.1,48,384,271,118,902,855,28.3,1599336000,7.3,186,4.5,1599354000,20.6,1599303600,0,0,1021,final,49.4,1021,0,0,257,1143,9218,6500,6166,24,1599278400,186,7.6,2.8
2020-09-06,2,2020-09-06,15.7,47,382,269,117,901,851,28.9,1599415200,7.1,221,4,1599422400,20,1599390000,0,0,1021,final,61.8,1021,0,0,258,1138,9173,6449,6188,23.6,1599364800,221,7.2,2.9
2020-09-07,2,2020-09-07,17.1,47,380,267,117,900,847,27.2,1599498000,5.8,207,5.4,1599508800,20.6,1599472800,0,0,1019,final,68.3,1019,0,0,242,1132,9126,6397,5805,23.4,1599451200,207,8.8,2.9
2020-09-08,2,2020-09-08,19,47,378,264,117,900,843,28.9,1599598800,6.8,204,3.6,1599591600,21.7,1599552000,0,0,1021,final,73.7,1021,0,0,209,1126,9078,6345,5028,24.2,1599537600,204,6.4,2
2020-09-09,2,2020-09-09,20.5,47,376,262,117,899,839,27.2,1599667200,2.4,113,3.1,1599660000,22,1599634800,0,0,1025,final,79.8,1025,0,0,73,1120,9029,6293,1749,24.3,1599624000,113,5.2,2.3
2020-09-10,2,2020-09-10,22.6,46,374,260,117,898,834,28.3,1599757200,2.3,141,4.5,1599717600,23,1599728400,22.5,22.5,1023,final,87.5,1023,0,0,41,1114,8978,6240,981,24.9,1599710400,141,6,2.7
2020-09-11,2,2020-09-11,17.9,46,372,258,116,897,830,27.2,1599858000,4.2,78,6.3,1599836400,20.1,1599879600,3.5,3.5,1021,final,70.8,1021,0,0,200,1107,8927,6188,4792,23.9,1599796800,78,16.9,3.1
2020-09-12,2,2020-09-12,13.8,46,370,256,116,897,826,23.3,1599930000,3.6,62,5.4,1599908400,18.3,1599908400,0,0,1025,final,65.2,1025,0,0,174,1100,8875,6135,4177,20.7,1599883200,62,8.4,4
2020-09-13,2,2020-09-13,17.1,46,368,253,116,896,821,25.6,1600027200,2.6,118,4.5,1600020000,18.3,1599969600,0,0,1019,final,73.9,1019,0,0,128,1093,8823,6082,3083,22.1,1599969600,118,7.2,3.6
2020-09-14,2,2020-09-14,14.3,45,366,251,116,895,817,26.1,1600113600,5.9,150,6.7,1600138800,17.9,1600138800,0,0,1019,final,60.3,1019,0,0,202,1086,8773,6028,4840,22.8,1600056000,150,9.2,2.4
2020-09-15,2,2020-09-15,8.4,45,364,249,116,894,812,22.2,1600196400,7,112,6.7,1600149600,13.9,1600167600,0,0,1026,final,55.3,1026,0,0,249,1079,8727,5975,5975,17.6,1600142400,112,11.4,3.6
2020-09-16,2,2020-09-16,12.7,45,362,247,115,893,807,23.3,1600286400,4.8,236,4,1600308000,15.6,1600246800,0,0,1023,final,66.5,1023,0,0,242,1071,8688,5922,5803,19.3,1600228800,236,9.3,3.3
2020-09-17,2,2020-09-17,17.1,44,360,245,115,892,803,25,1600365600,2.1,225,4.5,1600315200,18,1600333200,0,0,1016,final,76.9,1016,0,0,59,1065,8651,5870,1421,21.4,1600315200,225,7.2,2.6
2020-09-18,2,2020-09-18,12.4,44,359,242,115,891,798,23.3,1600455600,2.8,73,7.2,1600437600,16,1600484400,0,0,1015,final,61.8,1015,0,0,157,1060,8615,5817,3769,20.4,1600401600,73,17.5,3.5
2020-09-19,2,2020-09-19,2.4,44,357,240,115,890,793,20.6,1600549200,6.7,53,7.6,1600524000,11.7,1600509600,0,0,1026,final,40.6,1026,0,0,240,1054,8577,5764,5764,16.2,1600488000,53,12.2,3.5
2020-09-20,2,2020-09-20,3.2,44,356,238,114,890,788,20,1600628400,4.9,42,6.7,1600624800,12.2,1600596000,0,0,1032,final,42.6,1032,0,0,236,1049,8538,5710,5655,16.1,1600574400,42,11,5.5
2020-09-21,2,2020-09-21,5.4,43,354,236,114,889,783,21.1,1600718400,6.6,52,6.7,1600711200,12.8,1600682400,0,0,1033,final,47.8,1033,0,0,236,1044,8498,5656,5656,16.8,1600660800,52,9.4,4
2020-09-22,2,2020-09-22,5.1,43,352,233,114,887,778,25,1600804800,6.5,194,5.8,1600750800,12.2,1600768800,0,0,1019,final,43.9,1019,0,0,233,1038,8457,5602,5602,18.2,1600747200,194,9.2,1.9
2020-09-23,2,2020-09-23,10.7,43,351,231,114,886,773,28.3,1600887600,6.4,290,6.7,1600862400,16.1,1600858800,0,0,1011,final,50.3,1011,0,0,231,1033,8416,5548,5545,21.7,1600833600,290,9.2,2
2020-09-24,2,2020-09-24,13.2,43,349,229,113,885,768,24.4,1600970400,2,261,4,1600977600,17.8,1600941600,0,0,1015,final,61,1015,0,0,61,1027,8373,5493,1454,21.1,1600920000,261,5.2,2
2020-09-25,2,2020-09-25,16.1,43,347,227,113,884,763,25.6,1601060400,3.8,235,3.1,1601064000,17.8,1601024400,0,0,1018,final,75,1018,0,0,101,1021,8330,5439,2432,20.9,1601006400,235,4.8,1.9
2020-09-26,2,2020-09-26,17.2,42,345,224,113,883,758,23.9,1601154000,4.4,137,4,1601154000,18.9,1601103600,0,0,1018,final,79.6,1018,0,0,149,1015,8285,5384,3575,20.9,1601092800,137,7.2,2.2
2020-09-27,2,2020-09-27,19.2,42,343,222,113,882,753,27.2,1601233200,2.6,119,4,1601258400,20,1601186400,0.5,0.5,1015,final,81.8,1015,0,0,95,1009,8240,5329,2288,22.7,1601179200,119,4.8,2.1
2020-09-28,2,2020-09-28,19.3,42,341,220,112,881,747,26.7,1601319600,3.3,186,4,1601326800,21,1601287200,0,0,1012,final,81.8,1012,0,0,144,1003,8194,5274,3448,22.7,1601265600,186,18.5,3
2020-09-29,2,2020-09-29,19.5,42,339,217,112,880,742,23.3,1601406000,1.8,174,4.5,1601434800,20.6,1601362800,5.5,5.5,1010,final,87.5,1010,0,0,60,997,8147,5219,1446,21.7,1601352000,174,10.8,2.3
2020-09-30,2,2020-09-30,13.5,41,338,215,112,878,737,22.2,1601445600,5.5,230,7.6,1601467200,16.7,1601470800,20,20,1005,final,70.6,1005,0,0,190,990,8100,5163,4571,19.5,1601438400,230,13.2,5.8
2020-10-01,2,2020-10-01,11.6,41,336,213,112,877,732,22.8,1601571600,4.8,255,5.4,1601524800,16.7,1601546400,0,0,1012,final,62.2,1012,0,0,173,984,8053,5108,4158,19.3,1601524800,255,8.8,4.2
2020-10-02,2,2020-10-02,9.2,41,334,211,111,876,726,21.1,1601668800,4.8,260,4,1601661600,14.4,1601643600,2.5,2.5,1015,final,60.8,1015,0,0,147,977,8006,5053,3518,17.1,1601611200,260,7.7,2.7
2020-10-03,2,2020-10-03,6.8,40,332,208,111,875,721,21.1,1601755200,5.5,224,5.4,1601744400,13.3,1601715600,0,0,1022,final,53.1,1022,0,0,208,970,7960,4998,4996,16.8,1601697600,224,6.4,2.3
2020-10-04,2,2020-10-04,9.8,40,330,206,111,873,715,19.4,1601848800,4,53,5.4,1601859600,14.4,1601798400,0,0,1023,final,64.5,1024,0,0,139,963,7915,4943,3342,16.7,1601784000,53,6,2.7
2020-10-05,2,2020-10-05,11.3,40,328,204,110,872,710,19.6,1601888400,4.6,116,4,1601888400,12.6,1601953200,0,0,1020,final,74.7,1022,0,0,184,956,7872,4888,4408,16,1601870400,116,6,2.3
2020-10-06,2,2020-10-06,11.1,40,326,201,110,871,704,22.2,1602014400,4.4,250,5.4,1602000000,14.4,1601982000,0,0,1018,final,65.8,1018,0,0,194,949,7831,4834,4646,18,1601956800,250,7.6,3.3
2020-10-07,2,2020-10-07,11.5,39,325,199,110,869,699,23.9,1602097200,4.7,267,7.2,1602093600,16.1,1602068400,0,0,1007,final,62.3,1007,0,0,188,943,7789,4779,4521,19.3,1602043200,267,12,4.4
2020-10-08,2,2020-10-08,5.5,39,323,197,110,868,693,20.6,1602183600,5.3,270,7.6,1602154800,13.9,1602212400,0,0,1014,final,48.1,1014,0,0,197,937,7747,4725,4725,16.7,1602129600,270,13.2,2.2
2020-10-09,2,2020-10-09,7,39,321,195,109,866,688,22.8,1602273600,5,246,5.8,1602291600,12.2,1602234000,0,0,1021,final,52.7,1021,0,0,190,931,7703,4671,4557,16.9,1602216000,246,14.9,3
2020-10-10,2,2020-10-10,13.3,39,319,192,109,865,682,21.7,1602360000,3.5,249,6.3,1602306000,15.6,1602324000,0,0,1016,final,70.7,1016,0,0,138,926,7658,4617,3308,18.8,1602302400,249,10.3,5
2020-10-11,2,2020-10-11,13.2,38,317,190,109,863,677,20,1602435600,1.6,121,6.3,1602460800,16.7,1602471600,0.5,0.5,1018,final,71.5,1018,0,0,48,920,7612,4563,1146,18.6,1602388800,121,9,4
2020-10-12,2,2020-10-12,10.9,38,315,188,108,862,671,16.7,1602475200,1.6,39,7.6,1602518400,11.7,1602507600,12,12,1021,final,87.2,1021,0,0,34,914,7566,4509,817,13,1602475200,39,13.1,7.6
2020-10-13,2,2020-10-13,12.8,38,313,186,108,860,666,16.1,1602615600,1.5,105,6.7,1602583200,13.3,1602572400,0.5,0.5,1012,final,88.5,1012,0,0,32,908,7518,4456,770,14.7,1602561600,105,11.1,3.9
2020-10-14,2,2020-10-14,8.5,38,311,183,108,859,660,21.7,1602705600,4.9,248,4.5,1602676800,12.8,1602666000,0,0,1015,final,60.3,1015,0,0,183,902,7470,4402,4402,16.5,1602648000,248,17,2.8
2020-10-15,2,2020-10-15,12.7,37,309,181,107,857,655,23.3,1602784800,3.7,233,5.4,1602788400,15,1602756000,0,0,1016,final,69.5,1016,0,0,175,895,7421,4349,4202,18.5,1602734400,233,11.6,3.2
2020-10-16,2,2020-10-16,12.7,37,307,179,107,856,649,19,1602838800,1.5,189,6.7,1602820800,10.7,1602903600,30,30,1018,final,86.9,1018,0,0,30,889,7371,4297,710,14.9,1602820800,189,8,2.1
2020-10-17,2,2020-10-17,3.6,37,305,177,107,854,643,18.3,1602964800,4.7,242,5.4,1602910800,8.9,1602932400,6.5,6.5,1025,final,56.5,1025,0,0,177,882,7321,4244,4244,13.2,1602907200,242,8.8,2.1
2020-10-18,2,2020-10-18,7.6,36,303,175,106,852,638,17.8,1603047600,3.2,132,5.8,1603054800,11.1,1603008000,0,0,1030,final,63.7,1030,0,0,119,876,7270,4192,2845,14.5,1602993600,132,8.8,2.9
2020-10-19,2,2020-10-19,11.5,36,301,173,106,851,632,20,1603134000,1.8,90,4,1603126800,13.9,1603094400,0,0,1027,final,73.6,1027,0,0,68,869,7220,4141,1641,16.3,1603080000,90,5.2,2.8
2020-10-20,2,2020-10-20,15.7,36,299,170,106,849,627,22.8,1603220400,1.7,182,3.1,1603177200,16,1603173600,0,0,1024,final,85.8,1024,0,0,60,862,7171,4090,1435,18.2,1603166400,182,4.8,1.6
2020-10-21,2,2020-10-21,16.5,36,297,168,105,847,621,22.8,1603310400,1.4,154,3.6,1603324800,16.1,1603274400,0,0,1024,final,89.9,1024,0,0,38,856,7123,4039,903,18.2,1603252800,154,6,1.4
2020-10-22,2,2020-10-22,17.3,35,295,166,105,846,616,20,1603389600,1.4,203,3.6,1603375200,18,1603357200,0,0,1024,final,91.4,1024,0,0,29,849,7078,3989,690,18.8,1603339200,203,4,1.3
2020-10-23,2,2020-10-23,16.2,35,293,164,105,844,610,20.6,1603476000,1.4,176,3.1,1603468800,17,1603440000,0,0,1021,final,89.5,1021,0,0,31,841,7037,3940,735,18,1603425600,176,4.4,1.6
2020-10-24,2,2020-10-24,12.7,35,292,162,104,842,605,22.8,1603569600,1.3,222,5.8,1603540800,11.4,1603594800,0,0,1015,final,75.8,1015,0,0,42,834,7000,3891,1017,17.3,1603512000,222,8.8,2.4
2020-10-25,2,2020-10-25,4.7,35,290,160,104,841,599,13.3,1603648800,1.3,51,6.3,1603623600,8.9,1603627200,0,0,1023,final,65,1023,0,0,42,829,6964,3843,1014,11.1,1603598400,51,10.6,4.4
2020-10-26,2,2020-10-26,12.2,34,289,158,104,839,594,16,1603767600,1.3,49,5.8,1603706400,11.7,1603699200,0,0,1021,final,91,1021,0,0,30,824,6928,3795,710,13.6,1603684800,49,8.8,3.7
2020-10-27,2,2020-10-27,10.5,34,287,156,103,837,589,16.1,1603828800,3,194,5.4,1603821600,13.3,1603807200,0,0,1021,final,76.3,1021,0,0,102,819,6892,3748,2454,14.8,1603771200,194,7.2,1.9
2020-10-28,2,2020-10-28,10.7,34,286,154,103,835,583,15,1603926000,1.3,148,3.6,1603882800,12,1603882800,2,2,1017,final,82.6,1017,0,0,25,814,6854,3701,599,13.7,1603857600,148,6.8,2.5
2020-10-29,2,2020-10-29,9.6,34,284,152,103,833,578,14.4,1603958400,1.2,63,8.9,1603998000,9.4,1604026800,32,32,1008,final,86.4,1008,0,0,16,809,6817,3654,391,11.9,1603944000,63,14.9,5.4
2020-10-30,2,2020-10-30,5,33,282,150,102,832,573,9.4,1604030400,1.2,48,8.9,1604048400,5,1604066400,16.5,16.5,1012,final,85.7,1012,0,0,29,804,6779,3608,703,7.3,1604030400,48,12.4,4.6
2020-10-31,2,2020-10-31,0.7,33,281,148,102,830,568,9.4,1604170800,3.5,131,4,1604196000,3.3,1604142000,0,0,1031,final,66.1,1031,0,0,147,799,6740,3563,3519,6.9,1604116800,131,7.2,2.7
2020-11-01,2,2020-11-01,5.8,32,268,141,101,828,562,13.3,1604246400,1.2,227,8.9,1604239200,7.8,1604210400,12.5,12.5,1016,final,70.8,1016,0,0,35,794,6701,3517,884,11,1604203200,227,14,3.9
2020-11-02,2,2020-11-02,-3.5,33,278,145,101,826,557,10,1604347200,3.3,283,10.3,1604376000,5,1604307600,0,0,1010,final,48.5,1010,0,0,144,789,6662,3473,3458,7.1,1604293200,283,18.8,4
2020-11-03,2,2020-11-03,-0.2,33,276,143,101,824,552,13.9,1604433600,2,229,8.9,1604408400,5.6,1604379600,0,0,1017,final,50.5,1017,0,0,71,783,6622,3429,1709,9.6,1604379600,229,11.9,4.9
2020-11-04,2,2020-11-04,4.3,32,274,141,100,823,547,19.4,1604520000,3.7,158,4.5,1604476800,6.7,1604480400,0,0,1030,final,57.8,1030,0,0,141,778,6582,3385,3385,12.6,1604466000,158,8.2,3.1
2020-11-05,2,2020-11-05,10,32,273,139,100,821,542,20.6,1604602800,3.6,255,6.3,1604599200,11,1604566800,0,0,1029,final,73.5,1029,0,0,138,773,6542,3342,3309,15,1604552400,255,6.8,2.5
2020-11-06,2,2020-11-06,9.6,32,271,137,100,819,537,22.8,1604692800,3.7,257,5.4,1604664000,12.8,1604660400,0,0,1025,final,65,1025,0,0,123,768,6501,3300,2950,16.7,1604638800,257,5.2,2.7
2020-11-07,2,2020-11-07,7.5,32,269,136,99,817,533,25,1604775600,3.5,249,3.6,1604754000,12.8,1604746800,0,0,1024,final,52.3,1024,0,0,135,763,6460,3258,3243,17.9,1604725200,249,4.8,2.6
2020-11-08,2,2020-11-08,8.4,32,267,134,99,815,528,24.4,1604865600,3.6,234,3.1,1604818800,12.8,1604833200,0,0,1027,final,58.4,1027,0,0,134,758,6419,3217,3217,17.1,1604811600,234,4,2
2020-11-09,2,2020-11-09,9.9,31,266,132,99,813,523,25.6,1604948400,3.5,241,4.5,1604905200,11.7,1604919600,0,0,1026,final,63,1026,0,0,132,753,6377,3177,3177,17.5,1604898000,241,4.4,1.6
2020-11-10,2,2020-11-10,13.8,31,264,131,98,812,519,23.3,1605038400,3.4,265,5.8,1605067200,14.4,1605006000,0,0,1022,final,75.1,1022,0,0,130,748,6336,3137,3108,18.5,1604984400,265,6.8,2.7
2020-11-11,2,2020-11-11,17.2,31,262,129,98,810,514,21.1,1605117600,1.1,274,5.8,1605074400,17.8,1605074400,21.5,21.5,1016,final,89.3,1016,0,0,25,743,6294,3098,590,19,1605070800,274,8.8,2.4
2020-11-12,2,2020-11-12,11.5,31,260,128,98,808,510,19.4,1605157200,1.1,102,7.6,1605232800,9,1605218400,11.5,11.5,1015,final,85.3,1015,0,0,30,738,6252,3060,717,14,1605157200,102,9.8,3.6
2020-11-13,2,2020-11-13,8.2,31,259,126,97,806,505,13,1605301200,1.1,130,5.4,1605243600,9.4,1605322800,0.5,0.5,1016,final,85.9,1016,0,0,13,732,6210,3023,311,10.5,1605243600,130,7.2,3.1
2020-11-14,2,2020-11-14,1.1,30,257,124,97,804,501,13.9,1605384000,3.4,215,6.3,1605412800,8.3,1605344400,0,0,1021,final,54.2,1021,0,0,124,727,6168,2986,2986,10.4,1605330000,215,18,2.3
2020-11-15,2,2020-11-15,5.8,30,255,123,97,803,497,16.7,1605484800,2.4,133,10.3,1605488400,7.2,1605427200,8,8,1016,final,67.3,1016,0,0,96,722,6126,2951,2292,11.8,1605416400,133,26.4,5.6
2020-11-16,2,2020-11-16,-0.2,30,254,121,97,801,493,13.3,1605549600,2.8,264,8.1,1605528000,9,1605585600,0,0,1013,final,45.6,1013,0,0,120,717,6084,2916,2883,11.2,1605502800,264,22.1,4.7
2020-11-17,2,2020-11-17,-1.4,30,252,120,96,799,489,10,1605628800,1.6,272,9.4,1605621600,4,1605672000,0.5,0.5,1016,final,52.9,1016,0,0,73,712,6043,2882,1751,7.6,1605589200,272,11.2,2.4
2020-11-18,2,2020-11-18,-7.1,29,250,119,96,798,485,5.6,1605726000,3.2,300,9.4,1605711600,1.1,1605758400,0,0,1030,final,47.9,1030,0,0,118,708,6002,2849,2837,3,1605675600,300,28.8,2.2
2020-11-19,2,2020-11-19,-3.1,29,248,117,96,796,481,10,1605816000,1.7,242,7.2,1605823200,0.6,1605783600,0,0,1034,final,54.6,1034,0,0,69,703,5961,2816,1646,5.4,1605762000,242,21.9,4.4
2020-11-20,2,2020-11-20,2.6,29,247,116,95,794,477,18.3,1605902400,3.2,246,6.7,1605880800,7.8,1605870000,0,0,1027,final,53.3,1027,0,0,114,698,5922,2785,2741,12.1,1605848400,246,8.4,3.8
2020-11-21,2,2020-11-21,4,29,245,115,95,793,473,19.4,1605981600,2.8,183,5.8,1606017600,10.6,1605956400,0,0,1027,final,53,1027,0,0,109,693,5883,2755,2620,13.5,1605934800,183,8.8,2.2
2020-11-22,2,2020-11-22,5.2,29,244,114,95,791,470,14.2,1606104000,1,46,6.7,1606050000,7.8,1606042800,0.5,0.5,1028,final,70.5,1028,0,0,28,688,5845,2725,681,10.5,1606021200,46,12.4,5.6
2020-11-23,2,2020-11-23,5.7,28,242,112,95,790,466,15,1606122000,2.8,284,9.8,1606129200,6.7,1606186800,21,21,1015,final,69.7,1015,0,0,84,683,5809,2697,2024,11.4,1606107600,284,14,1.9
2020-11-24,2,2020-11-24,-1.4,28,241,111,94,788,463,12.2,1606244400,3,230,6.3,1606230000,6.1,1606212000,0,0,1026,final,51.5,1026,0,0,70,679,5775,2669,1682,8.3,1606194000,230,8.4,2.6
2020-11-25,2,2020-11-25,3.4,28,239,110,94,787,460,12.7,1606363200,1.8,213,5.4,1606320000,8.3,1606284000,0,0,1026,final,61.8,1026,0,0,77,674,5744,2643,1853,10.5,1606280400,213,9.2,2.6
2020-11-26,2,2020-11-26,11.2,28,238,109,94,785,457,18.3,1606420800,1.9,248,5.8,1606413600,12.8,1606366800,11.5,11.5,1016,final,78,1016,0,0,82,669,5715,2618,1963,15.2,1606366800,248,13.2,2.7
2020-11-27,2,2020-11-27,7.3,28,237,108,94,784,454,16.7,1606496400,2.5,236,4,1606532400,10.6,1606474800,0,0,1017,final,69.5,1017,0,0,90,665,5691,2594,2156,12.9,1606453200,236,4,2.3
2020-11-28,2,2020-11-28,3,28,236,107,93,782,451,14.4,1606590000,2.9,230,6.3,1606586400,7.4,1606622400,0,0,1016,final,58.5,1016,0,0,98,660,5668,2571,2346,10.9,1606539600,230,7.6,2
2020-11-29,2,2020-11-29,0,27,235,106,93,781,448,14.4,1606676400,3,248,4,1606647600,6.1,1606644000,0,0,1020,final,52.5,1020,0,0,106,657,5647,2549,2549,9.5,1606626000,248,5.6,2.6
2020-11-30,2,2020-11-30,11.3,27,234,105,93,780,445,17,1606777200,0.9,147,8.9,1606752000,10,1606712400,31.5,31.5,1004,final,83.8,1004,0,0,18,655,5627,2528,433,14.1,1606712400,147,13.5,4.7
2020-12-01,2,2020-12-01,5,27,234,104,93,779,443,15,1606798800,1.7,253,9.8,1606863600,4.4,1606881600,0,0,1002,final,72.5,1002,0,0,98,652,5607,2508,2357,9.9,1606798800,253,14,6.4
2020-12-02,2,2020-12-02,-1.5,27,233,104,93,778,440,7.8,1606942800,1.1,265,8.9,1606888800,3.3,1606899600,0,0,1014,final,63.2,1014,0,0,58,650,5589,2488,1393,5,1606885200,265,12,7.5
2020-12-03,2,2020-12-03,-2.6,27,232,103,92,776,438,11.1,1607022000,2,255,6.3,1607054400,2.2,1606993200,0,0,1022,final,53.3,1022,0,0,80,648,5571,2470,1921,6.6,1606971600,255,8.8,4.7
2020-12-04,2,2020-12-04,3.2,27,231,102,92,775,436,10.6,1607101200,1.3,242,7.2,1607115600,7.2,1607133600,5,5,1017,final,70.1,1017,0,0,58,645,5554,2453,1385,8.6,1607058000,242,8,3.4
2020-12-05,2,2020-12-05,3,27,231,102,92,774,434,9.4,1607198400,1.2,182,9.8,1607169600,4.4,1607227200,23.5,23.5,1006,final,77,1006,0,0,41,643,5538,2437,984,7,1607144400,182,13.6,2.8
2020-12-06,2,2020-12-06,-4.4,27,230,101,92,773,432,7.8,1607281200,2.2,275,9.4,1607310000,1.7,1607313600,0,0,1009,final,53.6,1009,0,0,98,642,5523,2421,2349,4.3,1607230800,275,12.8,2
2020-12-07,2,2020-12-07,-5,27,230,100,92,773,430,7.8,1607371200,2.1,232,5.8,1607353200,0.6,1607346000,0,0,1008,final,56.3,1008,0,0,90,640,5509,2407,2167,3,1607317200,232,8.4,2.7
2020-12-08,2,2020-12-08,-4.8,27,229,100,92,772,428,5.6,1607457600,1.7,169,7.2,1607421600,0,1607432400,0,0,1008,final,60.2,1008,0,0,87,638,5496,2394,2078,2.2,1607403600,169,11.2,2
2020-12-09,2,2020-12-09,-2.5,27,229,99,91,771,427,3.3,1607529600,0.7,260,7.6,1607529600,1.7,1607493600,0,0,1010,final,70.7,1010,0,0,26,637,5484,2382,627,2.3,1607490000,260,10.3,4.8
2020-12-10,2,2020-12-10,0.2,26,228,99,91,770,425,11.1,1607630400,2.1,259,7.2,1607576400,2.8,1607576400,0,0,1018,final,64.1,1018,0,6,98,635,5473,2370,2350,6.7,1607576400,259,8.4,2.4
2020-12-11,2,2020-12-11,2.9,26,228,98,91,770,424,14.4,1607713200,2.2,250,5.4,1607702400,5,1607684400,0,0,1022,final,65.4,1022,0,0,70,634,5463,2360,1680,9.1,1607662800,250,6.4,2.4
2020-12-12,2,2020-12-12,8.7,26,227,98,91,769,423,13.9,1607817600,0.7,188,5.4,1607792400,8.9,1607767200,2.5,2.5,1018,final,84.9,1018,0,0,17,633,5455,2351,396,11.1,1607749200,188,5.2,2.6
2020-12-13,2,2020-12-13,6.2,26,227,98,91,769,422,16.1,1607882400,1.3,256,6.7,1607886000,8.9,1607914800,0.5,0.5,1015,final,68.7,1015,0,0,51,632,5447,2343,1231,12,1607835600,256,9.9,3
2020-12-14,2,2020-12-14,1.2,26,227,97,91,768,421,8.9,1607922000,0.7,160,7.6,1607954400,3.3,1607976000,8,8,1014,final,74.2,1014,0,0,11,631,5441,2336,264,5.6,1607922000,160,8.8,2.1
2020-12-15,2,2020-12-15,-6.4,26,226,97,91,768,420,6.7,1608058800,2,214,7.2,1608037200,1.3,1608091200,0,0,1024,final,50,1024,0,0,81,630,5435,2330,1943,3.2,1608008400,214,8.4,2.6
2020-12-16,2,2020-12-16,-6,26,226,97,91,768,420,1.1,1608138000,0.7,36,10.7,1608156000,-2,1608163200,19,19,1024,final,67.1,1024,314,0,24,630,5431,2325,581,-0.3,1608094800,36,17.7,7.8
2020-12-17,2,2020-12-17,-2.6,26,226,97,91,768,419,2.8,1608231600,0.9,67,9.8,1608184800,-3,1608206400,13,13,1013,final,83.3,1013,202.5,182,43,629,5428,2321,1023,0,1608181200,67,15.6,3.9
2020-12-18,2,2020-12-18,-5.6,26,226,97,91,768,419,1.7,1608321600,2.3,115,5.8,1608321600,-2.2,1608278400,0,0,1025,final,68.3,1025,0,215,96,629,5426,2318,2314,-0.4,1608267600,115,6.8,2.5
2020-12-19,2,2020-12-19,-6.7,26,226,96,91,767,419,1.1,1608400800,0.7,162,5.4,1608357600,-3.9,1608372000,0,0,1028,final,65.4,1028,0,153,23,629,5426,2316,552,-1,1608354000,162,4.8,2.2
2020-12-20,2,2020-12-20,-2.1,26,226,96,91,768,419,4.4,1608508800,0.9,242,5.4,1608487200,0,1608440400,1,1,1021,final,73.9,1021,0,146,39,629,5426,2315,930,2.3,1608440400,242,4.2,1.8
2020-12-21,2,2020-12-21,1.7,26,226,96,91,768,419,8.9,1608577200,1.6,239,6.7,1608591600,3.9,1608537600,0,0,1010,final,78.2,1010,0,138,67,629,5428,2315,1596,5.2,1608526800,239,4.4,2.2
